Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Grier, P.T.","56153957000","Gustav Shpet and the semiotics of 'living discourse'",2009,"International Journal for the Semiotics of Law",22,"1",,61,68,,3,10.1007/s11196-008-9095-z,"https://www.scopus.com/inward/record.url?eid=2-s2.0-60749121996&partnerID=40&md5=0f3d2ad544025788bd303b6d17d9562f",Article,Final,,Scopus,2-s2.0-60749121996
"Wirth, M.L.","25959775900","Who's your daddy?: Or: Using semiotic tools to deconstruct legal determinations of who holds parenthood obligations and privileges",2009,"International Journal for the Semiotics of Law",22,"1",,83,104,,1,10.1007/s11196-008-9097-x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-60749119689&partnerID=40&md5=503119061e7120c626fd109a2d914ab9",Article,Final,,Scopus,2-s2.0-60749119689
"Brion, D.J.","16445898900","Trial argumentation: The creation of meaning",2009,"International Journal for the Semiotics of Law",22,"1",,23,44,,2,10.1007/s11196-008-9093-1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-60749105724&partnerID=40&md5=0241f32bcd95c1ce80e9c5c37400899e",Article,Final,,Scopus,2-s2.0-60749105724
"Ellsworth, J.A.","25959541100","Michael H. v. Gerald D.: A case study of political ideology disguised in legal thought",2009,"International Journal for the Semiotics of Law",22,"1",,105,122,,,10.1007/s11196-008-9098-9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-60749094166&partnerID=40&md5=133576ec0bd7d772823edc2ac88fffd8",Article,Final,,Scopus,2-s2.0-60749094166
"Broekman, J.M., Pencak, W.A.","6603441367; 8834029100","Introduction: Lawyers making meaning: The Roberta Kevelson seminar on law and semiotics",2009,"International Journal for the Semiotics of Law",22,"1",,1,10,,1,10.1007/s11196-008-9091-3,"https://www.scopus.com/inward/record.url?eid=2-s2.0-58549090551&partnerID=40&md5=be91e1580ea0add8f43fbd7492d02559",Article,Final,,Scopus,2-s2.0-58549090551
"Chen, M.","55733254400","Seeking accurate cultural representation",2009,"Multicultural Education",16,"3",,2,10,,2,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-67949124613&partnerID=40&md5=8ebfb3923123d6acc5d2dcb8f78ebd1f",Article,Final,,Scopus,2-s2.0-67949124613
"LaDuke, A.E.","36713771400","Resistance and renegotiation preservice teacher interactions with and reactions to multicultural education course content",2009,"Multicultural Education",16,"3",,37,44,,34,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-67949124612&partnerID=40&md5=80e402820cffa73821cc65575f23b852",Article,Final,,Scopus,2-s2.0-67949124612
"Reed, J.","15761028300","Drawing on social justice education creating metaphorical images to foster and assess individual transformation in preservice teacher education",2009,"Multicultural Education",16,"3",,51,54,,1,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-67949121841&partnerID=40&md5=ff482ffbfa5db043e48c5844111d32ae",Article,Final,,Scopus,2-s2.0-67949121841
"Adeyemi, M.B.","55315916500","The challenges for teachers in the teaching oftopics associated with Botswana's Vision 2016",2009,"Multicultural Education",16,"3",,24,28,,2,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-67949106436&partnerID=40&md5=308f1ddaab97dff608c6da33f4681293",Article,Final,,Scopus,2-s2.0-67949106436
"Smith, E.B.","35176710200","Approaches to multicultural education in preservice teacher education philosophical frameworks and models for teaching",2009,"Multicultural Education",16,"3",,45,50,,22,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-67949106433&partnerID=40&md5=1fcd0fa878a028d58b6c1e596d19253e",Article,Final,,Scopus,2-s2.0-67949106433
"Shodavaram, M.P., Jones, L.A., Weaver, L.R., Márquez, J.A., Ensle, A.L.","36714400100; 55464905200; 57192902333; 36713960900; 36713386400","Education of non-european ancestry immigrant students in suburban high schools",2009,"Multicultural Education",16,"3",,29,36,,2,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-67949101987&partnerID=40&md5=b0f652499fd44d8553d5b07d7799e8ce",Article,Final,,Scopus,2-s2.0-67949101987
"Hones, D.F., Aguilar, N., Thao, S.","6506509776; 36713059700; 36714532400","La lunch continua becoming a bilingual teacher",2009,"Multicultural Education",16,"3",,18,23,,6,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-67949086631&partnerID=40&md5=1c58435121d3a585191eaae21599090d",Article,Final,,Scopus,2-s2.0-67949086631
"McClanahan, L., Buly, M.R.","36713996800; 6506442921","Purposeful partnerships linking preservice teachers with diverse k-12 students",2009,"Multicultural Education",16,"3",,55,59,,1,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-67949086628&partnerID=40&md5=0389197ae6f0fb3d4f575091e9013524",Article,Final,,Scopus,2-s2.0-67949086628
"Sheets, R.H.","7005464316","What is diversity pedagogy.",2009,"Multicultural Education",16,"3",,11,17,,14,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-67949085045&partnerID=40&md5=59364a3f1b65c4e8fd50b724cb09aad2",Article,Final,,Scopus,2-s2.0-67949085045
"Turcotte, A., Wilson, A., Harris, J., Seikaly, H., Rieger, J.M.","26428578400; 26428581400; 57203047451; 7004167657; 7103397625","Listener's social perception of speakers after treatment for laryngeal cancer",2009,"Canadian Journal of Speech-Language Pathology and Audiology",33,"1",,24,33,,3,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-63649133406&partnerID=40&md5=af4391bdf4cb7ca2fda3659e97bfd260",Article,Final,,Scopus,2-s2.0-63649133406
"Braun-Janzen, C., Sarchuk, L., Murray, R.P.","24170996100; 26428495100; 57199090379","Roles of speech-languge pathologists and nurses in providing communication intervention for nonspeaking adults in acute care: A regional pilot study",2009,"Canadian Journal of Speech-Language Pathology and Audiology",33,"1",,5,17,,6,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-63649097802&partnerID=40&md5=905ea5667b82813ad911a9e68722afd7",Article,Final,,Scopus,2-s2.0-63649097802
"Hackl, M.","16028292800","On the grammar and processing of proportional quantifiers: Most versus more than half",2009,"Natural Language Semantics",17,"1",,63,98,,71,10.1007/s11050-008-9039-x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-62349127158&partnerID=40&md5=5d37131dac53e1e0f85aee97dafddeae",Article,Final,,Scopus,2-s2.0-62349127158
"Hallman, P.","36776544400","Proportions in time: Interactions of quantification and aspect",2009,"Natural Language Semantics",17,"1",,29,61,,9,10.1007/s11050-008-9038-y,"https://www.scopus.com/inward/record.url?eid=2-s2.0-62349090062&partnerID=40&md5=eb7c7fc76e83127bc9260c92b19829cd",Article,Final,,Scopus,2-s2.0-62349090062
"Lin, J.-W.","7501725371","Chinese comparatives and their implicational parameters",2009,"Natural Language Semantics",17,"1",,1,27,,20,10.1007/s11050-008-9033-3,"https://www.scopus.com/inward/record.url?eid=2-s2.0-62349089760&partnerID=40&md5=003498aa19d8ff71758c5de2c5da6c18",Article,Final,,Scopus,2-s2.0-62349089760
"Asher, N.","23984029100","Writing home/decolonizing text(s)",2009,"Discourse",30,"1",,1,13,,13,10.1080/01596300802643033,"https://www.scopus.com/inward/record.url?eid=2-s2.0-61649127551&partnerID=40&md5=648eb222960b0db9ec6f035499ec1c81",Article,Final,,Scopus,2-s2.0-61649127551
"Greig, C., Hughes, J.","26221581800; 57214138136","A boy who would rather write poetry than throw rocks at cats is also considered to be wanting in masculinity: Poetry, masculinity, and baiting boys",2009,"Discourse",30,"1",,91,105,,5,10.1080/01596300802643124,"https://www.scopus.com/inward/record.url?eid=2-s2.0-61649116166&partnerID=40&md5=b58f622a271c891f5ea87160730c3fec",Article,Final,,Scopus,2-s2.0-61649116166
"Schee, C.V., Baez, B.","26221927100; 6602984950","HIV/AIDS education in schools: The 'unassembled' youth as a curricular project",2009,"Discourse",30,"1",,33,46,,11,10.1080/01596300802643066,"https://www.scopus.com/inward/record.url?eid=2-s2.0-61649114680&partnerID=40&md5=54b31c7e99ea6c485187509536ef4b74",Article,Final,,Scopus,2-s2.0-61649114680
"Doherty, C.","7102240090","The appeal of the International Baccalaureate in Australia's educational market: A curriculum of choice for mobile futures",2009,"Discourse",30,"1",,73,89,,65,10.1080/01596300802643108,"https://www.scopus.com/inward/record.url?eid=2-s2.0-61649113742&partnerID=40&md5=fec77ec4599d9c49cc0f94674e0393a5",Article,Final,,Scopus,2-s2.0-61649113742
"Hoffman, D.M.","7402222316","How (not) to feel: Culture and the politics of emotion in the American parenting advice literature",2009,"Discourse",30,"1",,15,31,,25,10.1080/01596300802643058,"https://www.scopus.com/inward/record.url?eid=2-s2.0-61649099302&partnerID=40&md5=d88c4ccedeb4180782a41c10958fc05f",Article,Final,,Scopus,2-s2.0-61649099302
"Bunnell, T.","24449047600","The International Baccalaureate in the USA and the emerging culture war",2009,"Discourse",30,"1",,61,72,,26,10.1080/01596300802643090,"https://www.scopus.com/inward/record.url?eid=2-s2.0-61649094011&partnerID=40&md5=ec28889fd2af854258855fe6c1f57e44",Review,Final,,Scopus,2-s2.0-61649094011
"Saltmarsh, S.","25641536900","Becoming economic subjects: Agency, consumption and popular culture in early childhood",2009,"Discourse",30,"1",,47,59,,17,10.1080/01596300802643082,"https://www.scopus.com/inward/record.url?eid=2-s2.0-61649091321&partnerID=40&md5=012864a255ccdd75d8a4b3caad9fcf8a",Article,Final,,Scopus,2-s2.0-61649091321
"Danblon, E.","24504378200","Dissuasion as a rhetorical technique of creating a general disposition to inaction",2009,"Argumentation",23,"1",,1,9,,1,10.1007/s10503-008-9108-9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-59549101555&partnerID=40&md5=11001902ad9508e35f7f689e6765815e",Article,Final,Open Access,Scopus,2-s2.0-59549101555
"Kock, C.","7003410714","Choice is not true or false: The domain of rhetorical argumentation",2009,"Argumentation",23,"1",,61,80,,29,10.1007/s10503-008-9115-x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-59549099526&partnerID=40&md5=b7ddf8e66b404432fb60a091b03a2233",Article,Final,,Scopus,2-s2.0-59549099526
"Walton, D., MacAgno, F.","57203043668; 12902690400","Reasoning from classifications and definitions",2009,"Argumentation",23,"1",,81,107,,20,10.1007/s10503-008-9110-2,"https://www.scopus.com/inward/record.url?eid=2-s2.0-59549094679&partnerID=40&md5=effcb7c201a37bcbca6f3f3b619cd5d0",Article,Final,,Scopus,2-s2.0-59549094679
"Hample, D., Warner, B., Young, D.","24435883900; 24504506100; 24504493600","Framing and editing interpersonal arguments",2009,"Argumentation",23,"1",,21,37,,26,10.1007/s10503-008-9107-x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-59549091795&partnerID=40&md5=59b06c4bdd90fe945e0f4d9ce0140218",Article,Final,,Scopus,2-s2.0-59549091795
"Jørgensen, C.","7201694092","Interpreting perelman's universal audience: Gross versus crosswhite",2009,"Argumentation",23,"1",,11,19,,4,10.1007/s10503-008-9117-8,"https://www.scopus.com/inward/record.url?eid=2-s2.0-59549090817&partnerID=40&md5=08b56e80b5e6ea3648bfea2c45248f7a",Article,Final,,Scopus,2-s2.0-59549090817
"Rehg, W.","55606677300","Cogency in motion: Critical contextualism and relevance",2009,"Argumentation",23,"1",,39,59,,2,10.1007/s10503-008-9114-y,"https://www.scopus.com/inward/record.url?eid=2-s2.0-59549087615&partnerID=40&md5=706eb755f6399eddde9e928202a5e2d7",Article,Final,,Scopus,2-s2.0-59549087615
"Many, J.E., Dewberry, D., Taylor, D.L., Coady, K.","6508261468; 28767638800; 55475226200; 28767443300","Profiles of three preservice ESOL teachers' development of instructional scaffolding",2009,"Reading Psychology",30,"2",,148,174,,9,10.1080/02702710802275256,"https://www.scopus.com/inward/record.url?eid=2-s2.0-67651233787&partnerID=40&md5=c9bc775b1036017fecb0997b0807983c",Article,Final,,Scopus,2-s2.0-67651233787
"Cromley, J.G.","6507953387","Reading achievement and science proficiency: International comparisons from the programme on international student assessment",2009,"Reading Psychology",30,"2",,89,118,,42,10.1080/02702710802274903,"https://www.scopus.com/inward/record.url?eid=2-s2.0-67651216039&partnerID=40&md5=7cf0b28f2e094bfe7adb739a41078dcc",Article,Final,,Scopus,2-s2.0-67651216039
"Aram, D., Aviram, S.","7004060487; 28767474900","Mothers' storybook reading and kindergartners' socioemotional and literacy development",2009,"Reading Psychology",30,"2",,175,194,,51,10.1080/02702710802275348,"https://www.scopus.com/inward/record.url?eid=2-s2.0-67651205719&partnerID=40&md5=951b8e65b1cbe9c0af03c92badfd59b8",Article,Final,,Scopus,2-s2.0-67651205719
"Amendum, S.J., Li, Y., Hall, L.A., Fitzgerald, J., Creamer, K.H., Head-Reeves, D.M., Hollingsworth, H.L.","15761954600; 37080650500; 8388701700; 7402451119; 36713182100; 23501830900; 28767657300","Which reading lesson instruction characteristics matter for early reading achievement?",2009,"Reading Psychology",30,"2",,119,147,,4,10.1080/02702710802275173,"https://www.scopus.com/inward/record.url?eid=2-s2.0-67651202637&partnerID=40&md5=ea6ba28094d1364500ed9b0b38d73f1c",Article,Final,,Scopus,2-s2.0-67651202637
"Al-Khaledi, M., Lincoln, M., McCabe, P., Packman, A., Alshatti, T.","26432590200; 7004485597; 57202195356; 7005340211; 26432589100","The attitudes, knowledge and beliefs of Arab parents in Kuwait about stuttering",2009,"Journal of Fluency Disorders",34,"1",,44,59,,54,10.1016/j.jfludis.2009.02.003,"https://www.scopus.com/inward/record.url?eid=2-s2.0-67349238616&partnerID=40&md5=ad2765f196f3fa0db8bd5f7ed2027143",Article,Final,,Scopus,2-s2.0-67349238616
"Kjellström, H., Engwall, O.","12241465300; 6506726055","Audiovisual-to-articulatory inversion",2009,"Speech Communication",51,"3",,195,209,,21,10.1016/j.specom.2008.07.005,"https://www.scopus.com/inward/record.url?eid=2-s2.0-58149191558&partnerID=40&md5=275252eb299ee4c75dae6fa8eade2c6d",Article,Final,,Scopus,2-s2.0-58149191558
"Ding, H., Soon, I.Y., Koh, S.N., Yeo, C.K.","25932070800; 6604095405; 7202062508; 7102545548","A spectral filtering method based on hybrid wiener filters for speech enhancement",2009,"Speech Communication",51,"3",,259,267,,36,10.1016/j.specom.2008.09.003,"https://www.scopus.com/inward/record.url?eid=2-s2.0-58149194808&partnerID=40&md5=8764e06988060e88886d736ea9fe6e07",Article,Final,,Scopus,2-s2.0-58149194808
"Ezra, D.S.B.","56230640900","Weighing the parts a papyrological perspective on the parting of the ways",2009,"Novum Testamentum",51,"2",,168,186,,3,10.1163/156853608X323055,"https://www.scopus.com/inward/record.url?eid=2-s2.0-66749153813&partnerID=40&md5=cca03d44a1b07a8fee76cb8e5979ed9d",Article,Final,,Scopus,2-s2.0-66749153813
"Moo, J.","26644425600","The sea that is no more rev 21:1 and the function of sea imagery in the apocalypse of John",2009,"Novum Testamentum",51,"2",,148,167,,3,10.1163/156853608X318457,"https://www.scopus.com/inward/record.url?eid=2-s2.0-66749092445&partnerID=40&md5=512bdd7f34560c04c96f472d682cda3b",Article,Final,,Scopus,2-s2.0-66749092445
"Thangarajan, R., Natarajan, A.M., Selvam, M.","24503753700; 16230949200; 24503600800","Syllable modeling in continuous speech recognition for Tamil language",2009,"International Journal of Speech Technology",12,"1",,47,57,,21,10.1007/s10772-009-9058-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-72149134486&partnerID=40&md5=c59aca8ccc4fec5c6c32a319af9c21f8",Article,Final,,Scopus,2-s2.0-72149134486
"Pilotti, M., Chodorow, M.","7004200241; 6603028537","Error detection/correction in collaborative writing",2009,"Reading and Writing",22,"3",,245,260,,4,10.1007/s11145-007-9110-x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-58849156939&partnerID=40&md5=82c342b04506d3430a773a3ec7612ce0",Article,Final,,Scopus,2-s2.0-58849156939
"Cardoso-Martins, C., Peterson, R., Olson, R., Pennington, B.","14059473700; 16320032000; 7402602725; 7007139540","Component reading skills in Down Syndrome",2009,"Reading and Writing",22,"3",,277,292,,27,10.1007/s11145-007-9114-6,"https://www.scopus.com/inward/record.url?eid=2-s2.0-58849122774&partnerID=40&md5=f6cb8a521471d572360b628d5e0074ae",Article,Final,,Scopus,2-s2.0-58849122774
"Marinelli, C.V., Angelelli, P., Notarnicola, A., Luzzatti, C.","23493265000; 6603030831; 23493184600; 7004679264","Do Italian dyslexic children use the lexical reading route efficiently? An orthographic judgment task",2009,"Reading and Writing",22,"3",,333,351,,24,10.1007/s11145-008-9118-x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-58849116490&partnerID=40&md5=1cf141636e3ecbc42a191f1f7c2b85b3",Article,Final,,Scopus,2-s2.0-58849116490
"Welcome, S.E., Chiarello, C., Halderman, L.K., Leonard, C.M.","8156292100; 7004231194; 8874585100; 56686641000","Lexical processing skill in college-age resilient readers",2009,"Reading and Writing",22,"3",,353,371,,11,10.1007/s11145-008-9120-3,"https://www.scopus.com/inward/record.url?eid=2-s2.0-58849113183&partnerID=40&md5=964fa3c3b80b4ca5e7935f51737dfd94",Article,Final,,Scopus,2-s2.0-58849113183
"Bernstein, S.E.","7201589024","Phonology, decoding, and lexical compensation in vowel spelling errors made by children with dyslexia",2009,"Reading and Writing",22,"3",,307,331,,14,10.1007/s11145-008-9116-z,"https://www.scopus.com/inward/record.url?eid=2-s2.0-58849110786&partnerID=40&md5=8203f1565a68d19b94411c109732135a",Article,Final,,Scopus,2-s2.0-58849110786
"Bus, A.G., Out, D.","6603445041; 23470190700","Unraveling genetic and environmental components of early literacy: A twin study",2009,"Reading and Writing",22,"3",,293,306,,3,10.1007/s11145-008-9115-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-58849099702&partnerID=40&md5=f63a0df84860889477e97d9b38415477",Article,Final,Open Access,Scopus,2-s2.0-58849099702
"Katzir, T., Lesaux, N.K., Kim, Y.-S.","8758264700; 6507981704; 23466699700","The role of reading self-concept and home literacy practices in fourth grade reading comprehension",2009,"Reading and Writing",22,"3",,261,276,,90,10.1007/s11145-007-9112-8,"https://www.scopus.com/inward/record.url?eid=2-s2.0-58849089327&partnerID=40&md5=2382039617bd9d49b3291e67343eeb4c",Article,Final,,Scopus,2-s2.0-58849089327
"Greene, M.R., Oliva, A.","7201705210; 7102603967","Recognition of natural scenes from global properties: Seeing the forest without representing the trees",2009,"Cognitive Psychology",58,"2",,137,176,,277,10.1016/j.cogpsych.2008.06.001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-56549118753&partnerID=40&md5=a66d56fdb46d9bfecdab8157b6bf38ab",Article,Final,,Scopus,2-s2.0-56549118753
"Wells, J.B., Christiansen, M.H., Race, D.S., Acheson, D.J., MacDonald, M.C.","36781623300; 7102525296; 57196564917; 24757936000; 7401502117","Experience and sentence processing: Statistical learning and relative clause comprehension",2009,"Cognitive Psychology",58,"2",,250,271,,191,10.1016/j.cogpsych.2008.08.002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-56449125875&partnerID=40&md5=461fa960a00112932d5575c7ac531203",Article,Final,,Scopus,2-s2.0-56449125875
"Nilsen, E.S., Graham, S.A.","24576821800; 34770353900","The relations between children's communicative perspective-taking and executive functioning",2009,"Cognitive Psychology",58,"2",,220,249,,145,10.1016/j.cogpsych.2008.07.002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-56449122960&partnerID=40&md5=661c619008f2e94348fd8fea9d43f727",Article,Final,,Scopus,2-s2.0-56449122960
"Barner, D., Chow, K., Yang, S.-J.","16237839800; 24778186500; 16240260200","Finding one's meaning: A test of the relation between quantifiers and integers in language development",2009,"Cognitive Psychology",58,"2",,195,219,,82,10.1016/j.cogpsych.2008.07.001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-56449121392&partnerID=40&md5=15d5866b0c7ad57718e029dcba647ee5",Article,Final,,Scopus,2-s2.0-56449121392
"Legare, C.H., Wellman, H.M., Gelman, S.A.","8532183700; 7005780787; 7102254014","Evidence for an explanation advantage in naïve biological reasoning",2009,"Cognitive Psychology",58,"2",,177,194,,76,10.1016/j.cogpsych.2008.06.002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-56449095105&partnerID=40&md5=43765188284f89becbd456957a9c92aa",Article,Final,,Scopus,2-s2.0-56449095105
"Quinn, S., Rance, G.","26650126700; 6603053284","The extent of hearing impairment amongst Australian indigenous prisoners in victoria, and implications for the correctional system",2009,"International Journal of Audiology",48,"3",,123,134,,1,10.1080/14992020802516558,"https://www.scopus.com/inward/record.url?eid=2-s2.0-67449086081&partnerID=40&md5=156419cc819ea478ec67b8f5d346d6e4",Article,Final,,Scopus,2-s2.0-67449086081
"Bernardini, S., Vanryckeghem, M., Brutten, G.J., Cocco, L., Zmarich, C.","57191478721; 6602267481; 6603690251; 35232824600; 14018582500","Communication attitude of Italian children who do and do not stutter",2009,"Journal of Communication Disorders",42,"2",,155,161,,10,10.1016/j.jcomdis.2008.10.003,"https://www.scopus.com/inward/record.url?eid=2-s2.0-61749095694&partnerID=40&md5=0495974fd76ccacb878268a75adc7366",Article,Final,,Scopus,2-s2.0-61749095694
"Roy, N., Nissen, S.L., Dromey, C., Sapir, S.","7101831786; 10039021300; 6701752452; 15842399900","Articulatory changes in muscle tension dysphonia: Evidence of vowel space expansion following manual circumlaryngeal therapy",2009,"Journal of Communication Disorders",42,"2",,124,135,,108,10.1016/j.jcomdis.2008.10.001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-61749088862&partnerID=40&md5=4804a53f962485a96b4b400d3da91879",Article,Final,,Scopus,2-s2.0-61749088862
"Stolt, S., Haataja, L., Lapinleimu, H., Lehtonen, L.","24175340900; 7003607253; 6701318719; 56227846900","The early lexical development and its predictive value to language skills at 2 years in very-low-birth-weight children",2009,"Journal of Communication Disorders",42,"2",,107,123,,49,10.1016/j.jcomdis.2008.10.002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-61449228219&partnerID=40&md5=eff64fd893614d8710de76d2d328a46a",Article,Final,,Scopus,2-s2.0-61449228219
"Van Borsel, J., De Bruyn, E., Lefebvre, E., Sokoloff, A., De Ley, S., Baudonck, N.","7004872645; 35233042400; 35234206600; 35235177600; 6504832757; 8648669000","The prevalence of lisping in gay men",2009,"Journal of Communication Disorders",42,"2",,100,106,,13,10.1016/j.jcomdis.2008.08.004,"https://www.scopus.com/inward/record.url?eid=2-s2.0-61449194184&partnerID=40&md5=78dc71293ca3339f8e963b8c797a05b5",Article,Final,,Scopus,2-s2.0-61449194184
"Peets, K.F.","25960880400","Profiles of dysfluency and errors in classroom discourse among children with language impairment",2009,"Journal of Communication Disorders",42,"2",,136,154,,6,10.1016/j.jcomdis.2008.10.005,"https://www.scopus.com/inward/record.url?eid=2-s2.0-61449194094&partnerID=40&md5=7c6130de314c3be53b025d61713bf3d6",Article,Final,,Scopus,2-s2.0-61449194094
"Bellandese, M.H.","6508140617","Fundamental frequency and gender identification in standard esophageal and tracheoesophageal speakers",2009,"Journal of Communication Disorders",42,"2",,89,99,,3,10.1016/j.jcomdis.2008.08.005,"https://www.scopus.com/inward/record.url?eid=2-s2.0-61449116806&partnerID=40&md5=c81bf9ce599e6a5f8c66b60355195386",Article,Final,,Scopus,2-s2.0-61449116806
"Trajkovski, N., Andrews, C., Onslow, M., Packman, A., O'Brian, S., Menzies, R.","16302760400; 16940725500; 7003689574; 7005340211; 6602938376; 35547149300","Using syllable-timed speech to treat preschool children who stutter: A multiple baseline experiment",2009,"Journal of Fluency Disorders",34,"1",,1,10,,26,10.1016/j.jfludis.2009.01.001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-67349189443&partnerID=40&md5=1185e6c4afe7dff3c14a2571ebc637eb",Article,Final,,Scopus,2-s2.0-67349189443
"St. Louis, K.O., Reichel, I.K., Yaruss, J.S., Lubker, B.B.","7003486857; 26325001700; 6701738383; 6603552330","Construct and concurrent validity of a prototype questionnaire to survey public attitudes toward stuttering",2009,"Journal of Fluency Disorders",34,"1",,11,28,,44,10.1016/j.jfludis.2009.02.001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-67349177204&partnerID=40&md5=ec40adcddc5680b83d2aa88626cd8513",Article,Final,,Scopus,2-s2.0-67349177204
"Yoder, P.J.","7004377962","Most-to-least prompting and social rewards can facilitate responding to joint attention in sessions very similar to the training context in children with autism",2009,"Evidence-Based Communication Assessment and Intervention",3,"1",,28,33,,,10.1080/17489530902843903,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70849134581&partnerID=40&md5=7e5e5bf9f0b1de85470970ad86b33d8a",Article,Final,,Scopus,2-s2.0-70849134581
"Ormsby, L.M., Belfiore, P.J.","35191042100; 7003577352","The task-interspersal procedure has relative effects for teaching object labeling to preschool children with autism or developmental/language delay",2009,"Evidence-Based Communication Assessment and Intervention",3,"1",,38,42,,,10.1080/17489530902850494,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70849115529&partnerID=40&md5=2519e719e2b3ebfdb525b6108a1c53f9",Article,Final,,Scopus,2-s2.0-70849115529
"Balandin, S.","7003703397","AAC intervention does not hinder natural speech production for children with autism, but natural speech gains tend to be small",2009,"Evidence-Based Communication Assessment and Intervention",3,"1",,11,14,,2,10.1080/17489530902781772,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70449620340&partnerID=40&md5=6b8f7f4d023eb35d95122fe4ea82b09e",Review,Final,,Scopus,2-s2.0-70449620340
"Caballero, M., Moreno, A., Nogueiras, A.","25321017900; 57040441300; 6602828535","Multidialectal Spanish acoustic modeling for speech recognition",2009,"Speech Communication",51,"3",,217,229,,9,10.1016/j.specom.2008.08.003,"https://www.scopus.com/inward/record.url?eid=2-s2.0-58149177393&partnerID=40&md5=cb6f56f3272a88180e8f11948897babb",Article,Final,,Scopus,2-s2.0-58149177393
"Watts, C.R.","35191335900","Lack of randomized controlled trials prohibits analysis of effectiveness for the treatment of childhood apraxia of speech: A systematic review of quasi-experimental group designs and single-subject experimental designs is needed",2009,"Evidence-Based Communication Assessment and Intervention",3,"1",,8,10,,3,10.1080/17489530902732924,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70849135978&partnerID=40&md5=7c62413fc0f33af46483547e516b3e80",Review,Final,,Scopus,2-s2.0-70849135978
"Pentimonti, J.M., Justice, L.M.","57205678843; 6603726662","An early literacy curriculum adapted for students with significant disabilities may be beneficial for this population",2009,"Evidence-Based Communication Assessment and Intervention",3,"1",,34,37,,,10.1080/17489530902850478,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70849119396&partnerID=40&md5=360018125a88063da4d31b428e5ede40",Article,Final,,Scopus,2-s2.0-70849119396
"Borsel, J.V., Meirlaen, A., Achten, R., Vingerhoets, G., Santens, P.","55663696400; 25639918300; 8594519500; 7004858481; 7006128792","Acquired stuttering with differential manifestation in different languages: A case study",2009,"Journal of Neurolinguistics",22,"2",,187,195,,6,10.1016/j.jneuroling.2008.10.003,"https://www.scopus.com/inward/record.url?eid=2-s2.0-58149481488&partnerID=40&md5=0fde7afc2499926846314d0a3fe5ddef",Article,Final,,Scopus,2-s2.0-58149481488
"Parisse, C., Maillart, C.","6603607586; 55972154700","Specific language impairment as systemic developmental disorders",2009,"Journal of Neurolinguistics",22,"2",,109,122,,24,10.1016/j.jneuroling.2008.07.004,"https://www.scopus.com/inward/record.url?eid=2-s2.0-58149359246&partnerID=40&md5=71a228fa473d3e3c1ad28c88180f04ac",Article,Final,,Scopus,2-s2.0-58149359246
"Manouilidou, C., de Almeida, R.G., Schwartz, G., Nair, N.P.V.","25723552200; 7005255894; 7403157769; 7102069242","Thematic roles in Alzheimer's disease: Hierarchy violations in psychological predicates",2009,"Journal of Neurolinguistics",22,"2",,167,186,,15,10.1016/j.jneuroling.2008.10.002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-58149352304&partnerID=40&md5=b0ea5ed57984f5b04a136b209115c94f",Article,Final,,Scopus,2-s2.0-58149352304
